id,x_coord,y_coord,Elevation1
43666,-52424.815,-146121.228,0.5
43667,-52424.815,-146371.228,0.882443308830261
43668,-52424.815,-146621.228,3.60381317138672
43669,-52424.815,-146871.228,2.87224841117859
43670,-52424.815,-147121.228,1.45352566242218
43671,-52424.815,-147371.228,1.10000002384186
43672,-52424.815,-147621.228,0.100000001490116
43673,-52424.815,-147871.228,0.200000002980232
43674,-52424.815,-148121.228,0.5
43675,-52424.815,-148371.228,0.961892783641815
43676,-52424.815,-148621.228,1.00368428230286
43677,-52424.815,-148871.228,0.430219322443008
44007,-52174.815,-144371.228,1.6031756401062
44008,-52174.815,-144621.228,2.37965178489685
44009,-52174.815,-144871.228,1.71422505378723
44010,-52174.815,-145121.228,1.60000002384186
44011,-52174.815,-145371.228,1.20000004768372
44012,-52174.815,-145621.228,0.800000011920929
44013,-52174.815,-145871.228,0.404445946216583
44014,-52174.815,-146121.228,0.0205887239426374
44015,-52174.815,-146371.228,-0.597339987754822
44016,-52174.815,-146621.228,0.472828358411789
44017,-52174.815,-146871.228,0
44018,-52174.815,-147121.228,0.847948312759399
44019,-52174.815,-147371.228,0.485228806734085
44020,-52174.815,-147621.228,0.400000005960464
44021,-52174.815,-147871.228,0.400000005960464
44022,-52174.815,-148121.228,0.699999988079071
44023,-52174.815,-148371.228,1.20000004768372
44024,-52174.815,-148621.228,1.87373661994934
44025,-52174.815,-148871.228,1.44993877410889
44026,-52174.815,-149121.228,1.06122231483459
44027,-52174.815,-149371.228,1.25408482551575
44355,-51924.815,-144371.228,0.800000011920929
44356,-51924.815,-144621.228,1.36940610408783
44357,-51924.815,-144871.228,1.70000004768372
44358,-51924.815,-145121.228,1.39999997615814
44359,-51924.815,-145371.228,1.10000002384186
44360,-51924.815,-145621.228,0.699999988079071
44361,-51924.815,-145871.228,0.400000005960464
44362,-51924.815,-146121.228,0
44363,-51924.815,-146371.228,-0.0146370586007833
44364,-51924.815,-146621.228,-0.147027745842934
44365,-51924.815,-146871.228,-0.300000011920929
44366,-51924.815,-147121.228,0
44367,-51924.815,-147371.228,0
44368,-51924.815,-147621.228,0.200000002980232
44369,-51924.815,-147871.228,0.476048141717911
44370,-51924.815,-148121.228,0.899999976158142
44371,-51924.815,-148371.228,1.60000002384186
44372,-51924.815,-148621.228,2.20000004768372
44373,-51924.815,-148871.228,2.20000004768372
44374,-51924.815,-149121.228,1.7978196144104
44375,-51924.815,-149371.228,1.48489320278168
44703,-51674.815,-144371.228,0.247074022889137
44704,-51674.815,-144621.228,0.699999988079071
44705,-51674.815,-144871.228,1.10493206977844
44706,-51674.815,-145121.228,1.15508902072906
44707,-51674.815,-145371.228,0.851959466934204
44708,-51674.815,-145621.228,0.533525049686432
44709,-51674.815,-145871.228,0.300000011920929
44710,-51674.815,-146121.228,0
44711,-51674.815,-146371.228,0.575337529182434
44712,-51674.815,-146621.228,-0.394967168569565
44713,-51674.815,-146871.228,-0.800000011920929
44714,-51674.815,-147121.228,-0.628435790538788
44715,-51674.815,-147371.228,-0.200000002980232
44716,-51674.815,-147621.228,0.100000001490116
44717,-51674.815,-147871.228,0.307727962732315
44718,-51674.815,-148121.228,1.02802813053131
44719,-51674.815,-148371.228,1.32222235202789
44720,-51674.815,-148621.228,1.60000002384186
44721,-51674.815,-148871.228,1.79999995231628
44722,-51674.815,-149121.228,1.38772094249725
44723,-51674.815,-149371.228,0.629413545131683
45051,-51424.815,-144371.228,-0.568998157978058
45052,-51424.815,-144621.228,0.552562296390533
45053,-51424.815,-144871.228,0.400000005960464
45054,-51424.815,-145121.228,0.815131485462189
45055,-51424.815,-145371.228,0.600000023841858
45056,-51424.815,-145621.228,0.300000011920929
45057,-51424.815,-145871.228,0
45058,-51424.815,-146121.228,-0.503725349903107
45059,-51424.815,-146371.228,0
45060,-51424.815,-146621.228,-0.462893396615982
45061,-51424.815,-146871.228,-0.800000011920929
45062,-51424.815,-147121.228,-0.899999976158142
45063,-51424.815,-147371.228,-0.5
45064,-51424.815,-147621.228,-0.100000001490116
45065,-51424.815,-147871.228,0.100000001490116
45066,-51424.815,-148121.228,0.400000005960464
45067,-51424.815,-148371.228,0.699999988079071
45068,-51424.815,-148621.228,0.968788266181946
45069,-51424.815,-148871.228,1.24782192707062
45070,-51424.815,-149121.228,0.968671381473541
45071,-51424.815,-149371.228,0.300000011920929
45399,-51174.815,-144371.228,0.214139461517334
45400,-51174.815,-144621.228,0.351445704698563
45401,-51174.815,-144871.228,0.600000023841858
45402,-51174.815,-145121.228,0.699999988079071
45403,-51174.815,-145371.228,0.800000011920929
45404,-51174.815,-145621.228,0.400000005960464
45405,-51174.815,-145871.228,-0.200000002980232
45406,-51174.815,-146121.228,0.0603170394897461
45407,-51174.815,-146371.228,-0.80020809173584
45408,-51174.815,-146621.228,-1
45409,-51174.815,-146871.228,-0.800000011920929
45410,-51174.815,-147121.228,-0.600000023841858
45411,-51174.815,-147371.228,-0.392762333154678
45412,-51174.815,-147621.228,0.10272291302681
45413,-51174.815,-147871.228,0.100000001490116
45414,-51174.815,-148121.228,0.200000002980232
45415,-51174.815,-148371.228,0.400000005960464
